Date,High,Low,Volume
2013-08-13,$37.46,$36.18,21940800
2013-08-14,$37.68,$36.86,17399900
2013-08-15,$37.21,$35.91,16629200
2013-08-16,$37.16,$35.88,21354200
2013-08-19,$37.64,$36.82,15497300
2013-08-20,$39.08,$37.50,30140600
2013-08-21,$39.24,$38.21,21258300
2013-08-22,$39.07,$38.32,9961700
2013-08-23,$39.77,$38.43,22285200
2013-08-26,$41.42,$39.15,31017700
2013-08-27,$40.84,$39.21,23138500
2013-08-28,$40.71,$39.49,19355700
2013-08-29,$41.46,$40.55,19059600
2013-08-30,$41.26,$40.42,15149400
2013-09-03,$41.53,$40.65,19969600
2013-09-04,$41.87,$41.00,19701500
2013-09-05,$42.70,$42.06,19072200
2013-09-06,$42.36,$41.46,17698800
2013-09-09,$42.19,$41.47,13840400
2013-09-10,$44.75,$42.40,36682100
2013-09-11,$44.88,$43.41,29940400
2013-09-12,$43.78,$42.62,21947800
2013-09-13,$43.71,$42.74,15029700
2013-09-16,$44.31,$43.11,14055300
2013-09-17,$43.32,$42.53,18200700
2013-09-18,$43.95,$42.59,13739600
2013-09-19,$44.11,$43.43,17449600
2013-09-20,$45.13,$43.66,30791600
2013-09-23,$45.77,$42.79,32030600
2013-09-24,$44.20,$42.91,18780300
2013-09-25,$44.40,$43.44,14639100
2013-09-26,$44.93,$43.93,12460700
2013-09-27,$44.79,$44.24,8299200
2013-09-30,$44.59,$43.60,12528600
2013-10-01,$46.39,$44.86,29693300
2013-10-02,$47.66,$45.95,30583700
2013-10-03,$47.79,$45.44,24613400
2013-10-04,$46.90,$45.51,16814000
2013-10-07,$46.71,$45.45,14634900
2013-10-08,$45.93,$42.80,28678300
2013-10-09,$42.94,$40.40,41948900
2013-10-10,$43.92,$42.34,30695000
2013-10-11,$43.94,$42.88,19200300
2013-10-14,$46.47,$43.71,45659600
2013-10-15,$46.76,$45.62,26848500
2013-10-16,$46.50,$45.47,18843300
2013-10-17,$47.17,$45.67,19272400
2013-10-18,$48.07,$46.80,25454800
2013-10-21,$50.77,$48.59,65090200
2013-10-22,$55.59,$45.93,181099800
2013-10-23,$47.88,$45.29,58376500
2013-10-24,$48.12,$46.24,33559400
2013-10-25,$48.17,$46.56,24062500
2013-10-28,$47.28,$44.54,34260800
2013-10-29,$46.77,$44.17,30936500
2013-10-30,$46.99,$45.09,21640500
2013-10-31,$46.66,$45.10,18489800
2013-11-01,$47.64,$46.56,22020600
2013-11-04,$48.26,$46.45,21919100
2013-11-05,$48.91,$47.58,17289300
2013-11-06,$49.20,$47.54,20733300
2013-11-07,$48.52,$46.45,20007400
2013-11-08,$47.94,$46.50,19448800
2013-11-11,$48.50,$46.95,16815400
2013-11-12,$48.50,$47.34,12231800
2013-11-13,$47.92,$47.01,11967900
2013-11-14,$49.14,$47.87,20104700
2013-11-15,$49.98,$49.01,20152300
2013-11-18,$50.07,$48.50,20247500
2013-11-19,$49.55,$47.75,17057600
2013-11-20,$49.48,$48.24,19481700
2013-11-21,$49.81,$48.81,15989400
2013-11-22,$50.09,$49.14,14202300
2013-11-25,$50.42,$49.29,13984600
2013-11-26,$50.92,$49.65,14683200
2013-11-27,$51.98,$50.51,16832900
2013-11-29,$52.54,$51.86,8388100
2013-12-02,$52.57,$51.37,11675300
2013-12-03,$51.94,$50.93,13400800
2013-12-04,$52.66,$50.89,19395600
2013-12-05,$51.59,$50.48,13793500
2013-12-06,$51.62,$50.29,12075700
2013-12-09,$51.41,$50.52,11718700
2013-12-10,$52.06,$50.47,14089600
2013-12-11,$53.02,$51.75,20066900
2013-12-12,$53.55,$51.94,21318500
2013-12-13,$53.86,$52.69,17854900
2013-12-16,$53.00,$52.04,13911100
2013-12-17,$53.96,$52.32,18448500
2013-12-18,$53.86,$52.36,19881400
2013-12-19,$54.27,$53.34,13849500
2013-12-20,$54.24,$53.48,18817400
2013-12-23,$54.78,$53.80,12624500
2013-12-24,$54.85,$53.93,5577600
2013-12-26,$54.42,$53.69,12268900
2013-12-27,$54.11,$52.26,16948400
2013-12-30,$52.79,$51.29,15075200
2013-12-31,$52.74,$51.95,10516800
2014-01-02,$52.51,$51.54,12325600
2014-01-03,$52.50,$51.84,10817100
2014-01-06,$52.04,$50.48,15501500
2014-01-07,$49.70,$48.15,36167600
2014-01-08,$49.43,$48.07,20001100
2014-01-09,$49.14,$47.86,17007200
2014-01-10,$48.38,$47.22,16237900
2014-01-13,$49.81,$47.30,27237000
2014-01-14,$48.80,$47.51,19740000
2014-01-15,$48.37,$45.58,40432000
2014-01-16,$47.70,$46.00,21135800
2014-01-17,$47.83,$46.89,16417100
2014-01-21,$47.50,$45.75,25220300
2014-01-22,$47.78,$46.76,48342000
2014-01-23,$56.52,$53.93,91280000
2014-01-24,$55.81,$54.77,35466900
2014-01-27,$55.93,$52.94,32526900
2014-01-28,$58.20,$54.39,43590400
2014-01-29,$58.19,$56.86,28968100
2014-01-30,$58.46,$57.36,18379200
2014-01-31,$58.91,$57.47,23625000
2014-02-03,$58.88,$57.25,20145300
2014-02-04,$58.36,$56.72,18066300
2014-02-05,$58.25,$56.86,16762900
2014-02-06,$58.70,$57.20,12852000
2014-02-07,$61.50,$58.65,32921000
2014-02-10,$61.77,$60.61,13812400
2014-02-11,$62.25,$60.79,13667500
2014-02-12,$62.13,$60.79,15673000
2014-02-13,$62.78,$60.71,18700500
2014-02-14,$62.53,$61.67,11985400
2014-02-18,$63.03,$61.14,15507800
2014-02-19,$62.32,$61.14,16031400
2014-02-20,$62.54,$61.31,11965100
2014-02-21,$62.67,$61.38,13483400
2014-02-24,$64.24,$61.21,26043500
2014-02-25,$65.40,$63.57,18700500
2014-02-26,$65.14,$63.71,15010100
2014-02-27,$64.88,$63.98,10304700
2014-02-28,$64.89,$63.00,15751400
2014-03-03,$63.68,$62.59,13528200
2014-03-04,$65.00,$63.66,12387900
2014-03-05,$65.26,$64.56,10868900
2014-03-06,$65.43,$64.14,11809000
2014-03-07,$64.93,$63.64,11573800
2014-03-10,$64.11,$61.73,15439200
2014-03-11,$63.81,$62.24,10448200
2014-03-12,$62.79,$61.38,12134500
2014-03-13,$62.90,$61.18,11390400
2014-03-14,$62.14,$60.43,14989100
2014-03-17,$61.54,$60.33,10695300
2014-03-18,$60.89,$59.50,14688100
2014-03-19,$60.78,$59.58,10531500
2014-03-20,$61.74,$59.93,14494900
2014-03-21,$61.19,$57.96,26770800
2014-03-24,$58.06,$52.66,42483700
2014-03-25,$54.99,$52.25,30356900
2014-03-26,$53.92,$52.37,27152300
2014-03-27,$53.98,$51.65,28672000
2014-03-28,$52.71,$50.82,24699500
2014-03-31,$52.41,$49.98,22125600
2014-04-01,$52.18,$50.25,21338800
2014-04-02,$53.01,$51.19,24194100
2014-04-03,$52.16,$50.01,21983500
2014-04-04,$50.86,$47.98,34958000
2014-04-07,$49.74,$47.30,37351300
2014-04-08,$50.11,$48.34,25761400
2014-04-09,$50.56,$49.02,20511400
2014-04-10,$51.07,$47.72,24871000
2014-04-11,$47.83,$46.23,30146200
2014-04-14,$47.86,$46.51,17994200
2014-04-15,$47.37,$44.59,30799300
2014-04-16,$47.71,$46.19,16114700
2014-04-17,$49.96,$47.50,32116000
2014-04-21,$49.91,$48.33,47892600
2014-04-22,$54.41,$52.12,64702400
2014-04-23,$52.50,$50.43,40285000
2014-04-24,$50.84,$47.83,30639000
2014-04-25,$48.77,$46.00,33071500
2014-04-28,$45.84,$42.79,47123300
2014-04-29,$46.38,$44.58,23132900
2014-04-30,$46.06,$44.32,23618700
2014-05-01,$49.38,$46.15,37001300
2014-05-02,$49.13,$47.72,26194700
2014-05-05,$49.35,$48.01,20330800
2014-05-06,$49.67,$46.52,22722700
2014-05-07,$46.83,$45.03,25680900
2014-05-08,$47.39,$44.91,21168700
2014-05-09,$47.13,$45.34,17968300
2014-05-12,$49.36,$47.22,21395500
2014-05-13,$50.61,$48.68,20832000
2014-05-14,$50.63,$49.44,19891900
2014-05-15,$50.26,$48.48,23370200
2014-05-16,$50.00,$48.55,19072200
2014-05-19,$52.46,$49.51,25393200
2014-05-20,$53.24,$51.77,28828100
2014-05-21,$55.81,$53.34,39939900
2014-05-22,$56.79,$55.36,33222700
2014-05-23,$57.50,$55.67,22122100
2014-05-27,$57.46,$56.16,26735100
2014-05-28,$57.89,$56.21,19873700
2014-05-29,$59.43,$57.08,22844500
2014-05-30,$60.25,$58.80,29248800
2014-06-02,$60.42,$58.93,20480600
2014-06-03,$60.80,$59.58,17133200
2014-06-04,$60.64,$59.04,17432800
2014-06-05,$61.34,$59.80,18930800
2014-06-06,$62.13,$61.19,15730400
2014-06-09,$61.52,$60.01,16678900
2014-06-10,$62.29,$60.72,22920100
2014-06-11,$61.80,$60.71,13745900
2014-06-12,$61.46,$60.07,15803200
2014-06-13,$61.13,$59.60,15778700
2014-06-16,$61.60,$60.49,12506200
2014-06-17,$64.01,$62.54,28996100
2014-06-18,$64.40,$62.89,18786600
2014-06-19,$64.21,$62.58,17308200
2014-06-20,$63.27,$62.14,13222300
2014-06-23,$63.12,$62.22,10672900
2014-06-24,$64.28,$62.21,20367200
2014-06-25,$63.54,$61.90,15752100
2014-06-26,$63.16,$62.39,14237300
2014-06-27,$63.31,$62.49,15587600
2014-06-30,$63.84,$62.81,10588900
2014-07-01,$67.67,$65.04,37995300
2014-07-02,$67.98,$66.58,17309600
2014-07-03,$67.52,$66.98,11359600
2014-07-07,$67.46,$65.71,18296600
2014-07-08,$65.86,$62.75,26182800
2014-07-09,$64.19,$62.82,21011200
2014-07-10,$63.46,$61.17,24388700
2014-07-11,$63.45,$62.45,14219100
2014-07-14,$65.07,$62.71,17433500
2014-07-15,$64.48,$63.18,13505800
2014-07-16,$65.10,$63.34,13438600
2014-07-17,$64.12,$62.61,13266400
2014-07-18,$63.47,$62.25,11760700
2014-07-21,$65.36,$63.95,34671000
2014-07-22,$63.52,$60.72,57174600
2014-07-23,$62.20,$60.93,17267600
2014-07-24,$61.46,$59.86,18621400
2014-07-25,$61.17,$60.06,11610200
2014-07-28,$60.84,$59.79,11960900
2014-07-29,$61.20,$60.46,9282000
2014-07-30,$62.18,$60.62,15263500
2014-07-31,$61.85,$60.18,13820100
2014-08-01,$61.10,$58.93,18947600
2014-08-04,$61.43,$60.11,10686900
2014-08-05,$61.14,$60.04,10653300
2014-08-06,$62.13,$60.08,15835400
2014-08-07,$64.28,$62.08,27313300
2014-08-08,$64.42,$63.15,15495200
2014-08-11,$65.38,$64.10,13246800
2014-08-12,$64.71,$63.34,10845100
2014-08-13,$64.89,$63.83,9058000
2014-08-14,$65.00,$64.03,6676600
2014-08-15,$66.00,$64.09,22036700
2014-08-18,$67.07,$65.89,13496000
2014-08-19,$67.21,$66.06,10897600
2014-08-20,$67.68,$66.36,12163900
2014-08-21,$68.02,$66.81,11746700
2014-08-22,$68.51,$67.15,13735400
2014-08-25,$69.33,$68.22,13484800
2014-08-26,$68.84,$67.79,10137400
2014-08-27,$68.61,$67.66,10394300
2014-08-28,$68.21,$67.26,7584500
2014-08-29,$68.64,$67.73,9838500
2014-09-02,$68.40,$67.80,8806700
2014-09-03,$69.66,$68.08,16219000
2014-09-04,$68.81,$67.45,11958800
2014-09-05,$68.19,$67.15,11953200
2014-09-08,$68.66,$67.74,7668500
2014-09-09,$69.90,$68.06,19737900
2014-09-10,$69.25,$68.15,9104900
2014-09-11,$69.19,$68.52,7865200
2014-09-12,$69.27,$68.02,13425300
2014-09-15,$68.22,$65.26,20617100
2014-09-16,$65.45,$63.66,26838700
2014-09-17,$65.55,$64.47,12133100
2014-09-18,$65.91,$64.76,10630200
2014-09-19,$65.90,$64.88,11960900
2014-09-22,$65.28,$62.70,16169300
2014-09-23,$64.00,$62.93,11471600
2014-09-24,$64.52,$63.22,9551500
2014-09-25,$64.62,$63.20,9839900
2014-09-26,$64.38,$63.41,10404800
2014-09-29,$64.36,$63.15,9516500
2014-09-30,$65.31,$64.26,12472600
2014-10-01,$64.29,$62.47,15416100
2014-10-02,$64.36,$62.55,18450600
2014-10-03,$65.80,$64.64,15290100
2014-10-06,$66.74,$65.86,13709500
2014-10-07,$66.61,$65.14,13759200
2014-10-08,$66.80,$64.48,14332500
2014-10-09,$66.86,$65.65,14928200
2014-10-10,$66.41,$64.49,19110700
2014-10-13,$64.64,$61.86,20216700
2014-10-14,$64.57,$62.59,16747500
2014-10-15,$64.43,$61.45,59927700
2014-10-16,$52.31,$47.29,92304800
2014-10-17,$51.44,$48.79,79160900
2014-10-20,$52.74,$50.79,33529300
2014-10-21,$52.40,$50.78,19365500
2014-10-22,$54.57,$51.89,32150300
2014-10-23,$55.11,$54.04,19916400
2014-10-24,$55.29,$54.40,14657300
2014-10-27,$54.93,$53.81,14944300
2014-10-28,$55.27,$54.05,11736900
2014-10-29,$55.24,$53.97,12507600
2014-10-30,$54.62,$53.51,10593800
2014-10-31,$56.25,$54.86,20470100
2014-11-03,$56.50,$55.02,17581200
2014-11-04,$55.32,$54.11,11389700
2014-11-05,$55.41,$53.77,13645800
2014-11-06,$55.05,$53.91,9991800
2014-11-07,$55.04,$54.19,9303700
2014-11-10,$55.64,$54.14,9711100
2014-11-11,$56.30,$54.54,14838600
2014-11-12,$55.14,$53.86,10958500
2014-11-13,$55.01,$53.93,10490200
2014-11-14,$55.32,$54.08,10988600
2014-11-17,$55.64,$54.39,9225300
2014-11-18,$54.99,$54.36,7921200
2014-11-19,$55.29,$51.81,24515400
2014-11-20,$53.32,$51.57,15425200
2014-11-21,$53.32,$51.36,17878000
2014-11-24,$51.92,$50.77,17864000
2014-11-25,$50.35,$49.14,28100800
2014-11-26,$50.53,$49.75,10063200
2014-11-28,$50.57,$49.43,6702500
2014-12-01,$49.57,$48.23,11964400
2014-12-02,$50.48,$48.69,14271600
2014-12-03,$50.73,$49.18,13819400
2014-12-04,$51.14,$49.91,11853800
2014-12-05,$50.64,$49.73,9930200
2014-12-08,$49.98,$48.29,13621300
2014-12-09,$49.34,$47.00,17976700
2014-12-10,$49.25,$47.67,12644800
2014-12-11,$48.70,$47.66,11769100
2014-12-12,$48.32,$46.98,13521200
2014-12-15,$48.42,$46.62,12019000
2014-12-16,$47.07,$45.14,16947700
2014-12-17,$47.87,$45.08,20192900
2014-12-18,$48.93,$47.23,15639400
2014-12-19,$48.72,$47.62,15047900
2014-12-22,$49.24,$47.75,7994000
2014-12-23,$48.43,$47.47,8291500
2014-12-24,$49.07,$48.00,5411000
2014-12-26,$49.48,$48.53,8847300
2014-12-29,$49.10,$47.65,8588300
2014-12-30,$49.14,$48.54,7011200
2014-12-31,$49.39,$48.79,8627500
2015-01-02,$50.33,$48.73,13475000
2015-01-05,$49.26,$47.15,18165000
2015-01-06,$47.64,$45.66,16037700
2015-01-07,$47.42,$46.27,9849700
2015-01-08,$47.84,$46.48,9601900
2015-01-09,$48.02,$46.90,9578100
2015-01-12,$47.20,$45.26,12944400
2015-01-13,$47.05,$45.90,18721500
2015-01-14,$47.37,$45.68,19884900
2015-01-15,$46.79,$45.84,11669000
2015-01-16,$48.25,$46.38,19696600
2015-01-20,$50.00,$47.71,40551000
2015-01-21,$59.24,$57.41,66902500
2015-01-22,$61.37,$57.83,33319300
2015-01-23,$62.74,$60.88,26784100
2015-01-26,$63.90,$61.96,21268800
2015-01-27,$65.34,$63.05,24612700
2015-01-28,$64.82,$63.08,24532900
2015-01-29,$63.93,$62.50,15127700
2015-01-30,$63.98,$62.66,13215300
2015-02-02,$63.43,$61.96,12990600
2015-02-03,$65.47,$62.73,16440200
2015-02-04,$65.17,$63.89,12450900
2015-02-05,$65.14,$63.67,14248500
2015-02-06,$64.43,$63.18,8898400
2015-02-09,$63.79,$62.64,8173200
2015-02-10,$65.16,$63.10,15418900
2015-02-11,$66.14,$64.56,13953100
2015-02-12,$65.61,$64.45,8464400
2015-02-13,$66.63,$65.42,12968900
2015-02-17,$67.37,$65.94,11170600
2015-02-18,$68.07,$66.65,10316600
2015-02-19,$68.71,$67.57,10432100
2015-02-20,$68.37,$67.64,9422000
2015-02-23,$68.31,$67.14,9031400
2015-02-24,$68.08,$67.36,6075300
2015-02-25,$68.79,$67.81,6854400
2015-02-26,$69.50,$68.43,10852800
2015-02-27,$69.43,$67.82,11516400
2015-03-02,$68.61,$67.23,10187100
2015-03-03,$68.46,$67.51,7426300
2015-03-04,$67.93,$66.18,17453800
2015-03-05,$67.46,$66.42,11244800
2015-03-06,$66.93,$64.84,12888400
2015-03-09,$65.09,$62.83,18970700
2015-03-10,$63.35,$61.98,17947300
2015-03-11,$63.94,$62.24,16363200
2015-03-12,$64.58,$63.34,14654500
2015-03-13,$64.06,$62.37,10161200
2015-03-16,$61.55,$59.62,26796000
2015-03-17,$60.69,$59.38,18428200
2015-03-18,$60.65,$59.30,14634900
2015-03-19,$61.21,$60.26,11449900
2015-03-20,$61.79,$60.90,13641600
2015-03-23,$61.16,$60.33,7664300
2015-03-24,$63.10,$61.12,16888900
2015-03-25,$62.69,$60.24,21652400
2015-03-26,$60.45,$59.39,16039100
2015-03-27,$59.85,$58.57,15852200
2015-03-30,$60.56,$59.36,13272700
2015-03-31,$60.42,$59.46,14248500
2015-04-01,$59.79,$58.70,14639800
2015-04-02,$59.61,$58.86,9864400
2015-04-06,$60.45,$58.46,10730300
2015-04-07,$60.85,$60.04,9977100
2015-04-08,$63.11,$61.18,22327900
2015-04-09,$63.14,$62.11,13455400
2015-04-10,$65.00,$63.95,22367100
2015-04-13,$69.29,$67.06,44436700
2015-04-14,$69.14,$67.42,28641900
2015-04-15,$68.70,$67.36,42528500
2015-04-16,$81.25,$75.71,104500900
2015-04-17,$82.14,$79.71,58306500
2015-04-20,$82.30,$80.38,30766400
2015-04-21,$81.48,$79.80,15925700
2015-04-22,$80.71,$79.54,12089700
2015-04-23,$80.34,$78.96,12687500
2015-04-24,$80.81,$79.51,11045300
2015-04-27,$81.79,$80.23,15246700
2015-04-28,$81.28,$79.94,8826300
2015-04-29,$81.06,$79.64,9534700
2015-04-30,$80.84,$79.12,10565100
2015-05-01,$79.97,$78.89,8906100
2015-05-04,$79.71,$78.90,7967400
2015-05-05,$82.44,$80.76,27116600
2015-05-06,$81.21,$79.52,11504500
2015-05-07,$80.79,$79.46,10220700
2015-05-08,$82.15,$80.96,13828500
2015-05-11,$84.86,$82.19,23882600
2015-05-12,$83.81,$82.99,11907000
2015-05-13,$84.20,$82.69,11155900
2015-05-14,$83.92,$82.33,8898400
2015-05-15,$88.35,$85.76,37053100
2015-05-18,$88.53,$87.02,14812000
2015-05-19,$89.79,$87.81,19101600
2015-05-20,$89.11,$87.36,12756800
2015-05-21,$89.57,$88.18,12767300
2015-05-22,$89.41,$88.69,7466200
2015-05-26,$89.06,$87.79,9646000
2015-05-27,$89.91,$87.93,10506300
2015-05-28,$89.86,$88.93,7821800
2015-05-29,$90.21,$88.96,12712000
2015-06-01,$89.12,$87.94,9926000
2015-06-02,$89.68,$88.41,7529200
2015-06-03,$89.73,$88.64,6237700
2015-06-04,$89.43,$88.04,10074400
2015-06-05,$90.54,$89.13,11624200
2015-06-08,$90.82,$89.00,11148900
2015-06-09,$92.71,$89.33,22024800
2015-06-10,$98.97,$93.23,57121400
2015-06-11,$96.92,$94.09,26623100
2015-06-12,$95.34,$94.12,10278800
2015-06-15,$93.59,$91.66,19054000
2015-06-16,$95.61,$93.69,16043300
2015-06-17,$95.13,$93.96,9905000
2015-06-18,$95.34,$94.37,8962800
2015-06-19,$96.42,$93.82,19814900
2015-06-22,$96.69,$94.19,16732800
2015-06-23,$97.39,$95.75,15626100
2015-06-24,$100.89,$96.40,77138600
2015-06-25,$96.00,$93.46,41623400
2015-06-26,$95.31,$93.09,30314900
2015-06-29,$92.91,$91.12,24575600
2015-06-30,$94.36,$92.79,16880500
2015-07-01,$95.24,$93.22,14699300
2015-07-02,$94.20,$93.21,11053000
2015-07-06,$94.93,$93.34,11808300
2015-07-07,$95.43,$92.62,21573300
2015-07-08,$94.00,$92.28,12990600
2015-07-09,$95.85,$94.29,16731400
2015-07-10,$98.50,$96.90,21636300
2015-07-13,$102.31,$98.08,33205200
2015-07-14,$101.64,$99.65,19736500
2015-07-15,$100.75,$97.05,30898600
2015-07-16,$116.49,$107.68,63461000
2015-07-17,$117.88,$114.24,25136900
2015-07-20,$114.70,$110.14,22676900
2015-07-21,$113.71,$109.32,14085400
2015-07-22,$113.88,$110.56,10500500
2015-07-23,$112.18,$109.84,8306800
2015-07-24,$111.68,$108.90,8125100
2015-07-27,$109.86,$106.25,11302600
2015-07-28,$107.94,$103.88,11155900
2015-07-29,$107.75,$105.40,6695600
2015-07-30,$111.90,$105.40,14229200
2015-07-31,$115.00,$111.15,16349100
2015-08-03,$114.60,$111.78,10144800
2015-08-04,$122.79,$113.00,29653300
2015-08-05,$129.29,$122.71,26946500
2015-08-06,$128.85,$122.04,24716700
2015-08-07,$126.60,$121.30,17360700
2015-08-10,$126.50,$121.51,13424600
2015-08-11,$123.76,$120.00,11596800
2015-08-12,$122.45,$118.66,13822500
2015-08-13,$125.73,$119.34,15284400
2015-08-14,$125.00,$123.00,8667700
2015-08-17,$125.70,$122.59,9233800
2015-08-18,$126.75,$123.55,9382000
2015-08-19,$123.70,$121.50,10115300
2015-08-20,$121.45,$111.34,28045300
2015-08-21,$110.00,$102.75,33228300
2015-08-24,$109.63,$85.50,59951900
2015-08-25,$107.88,$101.50,37620700
2015-08-26,$110.28,$102.02,36164600
2015-08-27,$118.25,$113.02,37056100
2015-08-28,$119.35,$115.88,20240200
2015-08-31,$117.00,$113.76,17005600
2015-09-01,$111.24,$103.82,35977100
2015-09-02,$109.50,$100.30,39843300
2015-09-03,$104.17,$100.11,29546700
2015-09-04,$99.93,$97.34,24212000
2015-09-08,$102.50,$93.55,43479700
2015-09-09,$102.79,$95.52,35524400
2015-09-10,$100.85,$96.78,21031900
2015-09-11,$100.85,$97.23,17373900
2015-09-14,$97.91,$94.33,15546000
2015-09-15,$99.65,$93.61,22591100
2015-09-16,$104.48,$99.33,28058200
2015-09-17,$107.50,$101.83,25817700
2015-09-18,$104.36,$100.71,21715000
2015-09-21,$103.77,$99.56,17900600
2015-09-22,$99.90,$97.00,16717900
2015-09-23,$99.74,$97.66,10264500
2015-09-24,$104.00,$96.78,21274500
2015-09-25,$105.45,$101.57,19066600
2015-09-28,$103.33,$97.84,17026600
2015-09-29,$100.63,$96.85,17405900
2015-09-30,$103.46,$99.05,17027600
2015-10-01,$106.11,$101.12,17426900
2015-10-02,$106.87,$101.45,21526700
2015-10-05,$112.28,$105.76,21157900
2015-10-06,$112.25,$105.64,20629800
2015-10-07,$109.78,$106.75,12329500
2015-10-08,$115.05,$102.60,42831900
2015-10-09,$115.83,$112.44,22455200
2015-10-12,$115.42,$112.36,12624500
2015-10-13,$113.72,$108.78,17512100
2015-10-14,$111.63,$108.05,33231500
2015-10-15,$104.88,$99.10,48484300
2015-10-16,$101.65,$98.41,21340500
2015-10-19,$103.62,$96.26,29964700
2015-10-20,$102.11,$97.58,17345600
2015-10-21,$100.34,$97.01,13728500
2015-10-22,$99.93,$96.86,12786800
2015-10-23,$101.56,$97.27,18019900
2015-10-26,$103.31,$99.38,12234800
2015-10-27,$104.72,$101.23,12066400
2015-10-28,$106.21,$102.06,13094000
2015-10-29,$106.91,$104.75,9841400
2015-10-30,$110.10,$104.90,15571500
2015-11-02,$109.37,$106.30,11784600
2015-11-03,$111.05,$107.24,12484100
2015-11-04,$114.28,$109.39,17505000
2015-11-05,$115.68,$111.72,13814900
2015-11-06,$114.80,$112.05,10936600
2015-11-09,$114.00,$108.64,16154600
2015-11-10,$112.84,$108.01,11166400
2015-11-11,$114.61,$111.41,11039200
2015-11-12,$115.25,$108.20,17568200
2015-11-13,$109.07,$103.27,18819400
2015-11-16,$111.65,$101.86,19866200
2015-11-17,$118.79,$111.70,33016300
2015-11-18,$121.00,$116.10,23353600
2015-11-19,$123.13,$119.61,19253200
2015-11-20,$124.07,$119.21,17977000
2015-11-23,$126.20,$121.66,15727000
2015-11-24,$124.66,$120.03,18335300
2015-11-25,$125.20,$122.36,10980700
2015-11-27,$126.39,$123.59,6645500
2015-11-30,$126.60,$122.89,13894000
2015-12-01,$125.57,$122.42,12550800
2015-12-02,$131.35,$124.93,24105700
2015-12-03,$132.20,$126.39,26647300
2015-12-04,$130.99,$125.75,20250400
2015-12-07,$133.27,$122.75,23351600
2015-12-08,$128.24,$121.10,18591100
2015-12-09,$128.78,$122.33,17788800
2015-12-10,$125.21,$121.62,13474100
2015-12-11,$123.00,$118.60,16105300
2015-12-14,$120.90,$114.66,18679300
2015-12-15,$123.30,$118.54,11760000
2015-12-16,$123.00,$118.09,13181000
2015-12-17,$126.35,$122.42,17284900
2015-12-18,$122.19,$117.92,17948100
2015-12-21,$119.59,$115.66,11670000
2015-12-22,$117.43,$114.86,9689000
2015-12-23,$118.56,$115.78,9324300
2015-12-24,$118.80,$117.30,3531300
2015-12-28,$117.35,$113.85,8424300
2015-12-29,$119.60,$116.92,8159200
2015-12-30,$119.02,$116.43,8149700
2015-12-31,$117.46,$114.28,9273000
2016-01-04,$110.00,$105.21,20794800
2016-01-05,$110.58,$105.85,17664600
2016-01-06,$117.91,$104.96,33045700
2016-01-07,$122.18,$112.29,33636700
2016-01-08,$117.72,$111.10,18067100
2016-01-11,$116.79,$111.20,21920400
2016-01-12,$117.78,$115.08,15133500
2016-01-13,$114.48,$104.53,24921600
2016-01-14,$109.25,$101.21,23664800
2016-01-15,$105.50,$101.72,19775100
2016-01-19,$110.14,$105.55,35722800
2016-01-20,$109.99,$97.05,53009400
2016-01-21,$108.51,$102.10,31027500
2016-01-22,$104.99,$99.22,26821800
2016-01-25,$102.68,$99.00,20321100
2016-01-26,$100.55,$94.85,22083900
2016-01-27,$97.85,$90.59,25556200
2016-01-28,$95.25,$90.11,24562300
2016-01-29,$94.39,$90.63,20463900
2016-02-01,$97.18,$91.30,19684500
2016-02-02,$96.65,$90.73,21906500
2016-02-03,$92.69,$86.14,27466000
2016-02-04,$91.25,$86.54,19108600
2016-02-05,$88.95,$81.86,25929300
2016-02-08,$84.70,$79.95,25035600
2016-02-09,$88.40,$81.55,25892900
2016-02-10,$92.21,$87.42,23146500
2016-02-11,$88.39,$82.91,21820300
2016-02-12,$89.72,$85.26,19067700
2016-02-16,$90.14,$87.54,16356600
2016-02-17,$94.77,$89.64,18323800
2016-02-18,$94.90,$90.31,17695300
2016-02-19,$91.40,$88.03,14259200
2016-02-22,$93.11,$88.30,16321800
2016-02-23,$92.49,$89.05,12744400
2016-02-24,$91.76,$86.70,15972800
2016-02-25,$94.81,$90.21,17898800
2016-02-26,$97.48,$94.25,16975200
2016-02-29,$97.20,$93.34,13663100
2016-03-01,$99.16,$93.61,17048800
2016-03-02,$99.48,$95.90,19102800
2016-03-03,$98.35,$95.39,15320900
2016-03-04,$102.22,$98.32,23414600
2016-03-07,$101.79,$95.25,23855200
2016-03-08,$98.28,$94.50,14797000
2016-03-09,$98.37,$95.00,12298700
2016-03-10,$99.74,$95.45,17002100
2016-03-11,$99.60,$96.05,15114300
2016-03-14,$99.42,$97.17,11251900
2016-03-15,$98.51,$96.43,9691800
2016-03-16,$99.73,$97.50,12630500
2016-03-17,$101.39,$99.00,13825000
2016-03-18,$102.41,$100.01,15453500
2016-03-21,$102.10,$99.50,9578500
2016-03-22,$101.52,$99.20,9069900
2016-03-23,$100.39,$98.81,8313500
2016-03-24,$98.85,$97.07,10671100
2016-03-28,$101.44,$97.82,12432200
2016-03-29,$104.33,$101.00,16008900
2016-03-30,$104.91,$101.48,14705000
2016-03-31,$103.53,$101.05,9747500
2016-04-01,$105.79,$102.47,14182400
2016-04-04,$105.92,$103.20,10940400
2016-04-05,$105.75,$103.25,10060900
